顾客编号,大类编码,大类名称,中类编码,中类名称,小类编码,小类名称,销售日期,销售月份,商品编码,规格型号,商品类型,单位,销售数量,商品单价,销售金额,是否促销
474,12,蔬果,1202,加工豆类,120204,豆干豆皮,20150129,201501,DW-1202048046,散称,生鲜,千克,0.178,9.96,1.77288,否
474,20,粮油,2006,五谷杂粮,200601,散称白米,20150129,201501,DW-2006010003,散称,一般商品,千克,2.572,5.58,14.35176,否
474,12,蔬果,1201,蔬菜,120101,叶菜,20150129,201501,DW-1201010023,散称,生鲜,千克,0.415,2.56,1.0624,否
474,12,蔬果,1203,水果,120303,梨类,20150202,201502,DW-1203030177,散称,生鲜,KG,1.088,3.18,3.45984,否
474,15,日配,1521,蛋类,152101,新鲜蛋品,20150202,201502,DW-1521010005,散称,一般商品,千克,0.89,6.78,6.0342,否
474,20,粮油,2006,五谷杂粮,200601,散称白米,20150202,201502,DW-2006010003,散称,一般商品,千克,2.888,5.58,16.11504,否
474,15,日配,1518,常温乳品,151810,百利包加味奶,20150202,201502,DW-1518100001,200ml,一般商品,袋,4,2,8,否
474,12,蔬果,1201,蔬菜,120101,叶菜,20150202,201502,DW-1201010005,散称,生鲜,千克,0.562,5.8,3.2596,否
474,12,蔬果,1201,蔬菜,120104,花果,20150202,201502,DW-1201040026,散称,生鲜,千克,0.43,1.98,0.8514,否
474,12,蔬果,1203,水果,120303,梨类,20150212,201502,DW-1203030155,散称,生鲜,KG,1.196,11.98,14.32808,否
474,15,日配,1521,蛋类,152101,新鲜蛋品,20150212,201502,DW-1521010005,散称,一般商品,千克,0.786,6.78,5.32908,否
474,15,日配,1518,常温乳品,151810,百利包加味奶,20150212,201502,DW-1518100001,200ml,一般商品,袋,5,2,10,否
474,12,蔬果,1202,加工豆类,120201,豆腐,20150215,201502,DW-1202018269,块,生鲜,块,1,2,2,否
474,12,蔬果,1201,蔬菜,120101,叶菜,20150215,201502,DW-1201010023,散称,生鲜,千克,1.082,2.56,2.76992,否
474,12,蔬果,1201,蔬菜,120101,叶菜,20150215,201502,DW-1201010005,散称,生鲜,千克,0.524,5.8,3.0392,否
474,12,蔬果,1203,水果,120303,梨类,20150226,201502,DW-1203030155,散称,生鲜,KG,1.063,11.98,12.73474,否
474,12,蔬果,1201,蔬菜,120105,鲜调味,20150226,201502,DW-1201050007,散称,生鲜,千克,0.196,15.6,3.0576,否
474,20,粮油,2011,液体调料,201111,料酒,20150302,201503,DW-2011110013,500mL,一般商品,瓶,1,3.9,3.9,否
474,15,日配,1518,常温乳品,151804,利乐砖酸酸乳,20150302,201503,DW-1518040001,250ml,一般商品,盒,1,1.8,1.8,否
474,20,粮油,2011,液体调料,201107,滴醋,20150302,201503,DW-2011070010,480mL,一般商品,瓶,1,3.8,3.8,否
474,10,肉禽,1004,鸡产品,100404,调味鸡肉,20150415,201504,DW-1004040019,散称,生鲜,Kg,0.546,19.6,10.7016,否
474,15,日配,1518,常温乳品,151804,利乐砖酸酸乳,20150415,201504,DW-1518040045,205ml,一般商品,盒,6,6.7,40.2,否
474,20,粮油,2011,液体调料,201111,料酒,20150415,201504,DW-2011110013,500mL,一般商品,瓶,1,3.9,3.9,否
474,20,粮油,2011,液体调料,201107,滴醋,20150415,201504,DW-2011070010,480mL,一般商品,瓶,1,3.8,3.8,否
474,12,蔬果,1203,水果,120305,瓜类,20150415,201504,DW-1203050048,散称,生鲜,KG,0.704,5.96,4.19584,否
474,20,粮油,2013,调味酱,201302,辣酱,20150415,201504,DW-2013020105,280g,一般商品,瓶,1,7.9,7.9,否
474,20,粮油,2014,酱菜类,201404,蔬菜,20150415,201504,DW-2014040081,115g,一般商品,盒,1,2.3,2.3,否
474,15,日配,1521,蛋类,152101,新鲜蛋品,20150415,201504,DW-1521010005,散称,一般商品,千克,0.76,6.78,5.1528,否
474,12,蔬果,1201,蔬菜,120103,芽菜,20150417,201504,DW-1201030018,散称,生鲜,kg,0.258,1.48,0.38184,否
474,10,肉禽,1004,鸡产品,100404,调味鸡肉,20150417,201504,DW-1004040019,散称,生鲜,Kg,0.466,19.6,9.1336,否
474,10,肉禽,1001,猪肉,100101,鲜猪肉,20150417,201504,DW-1001010194,散称,生鲜,千克,0.284,29.8,8.4632,否
474,12,蔬果,1203,水果,120305,瓜类,20150417,201504,DW-1203050125,散称,生鲜,公斤,0.771,20,15.42,否
474,22,休闲,2202,糕点,220299,其他糕点,20150423,201504,DW-2202990104,162g,一般商品,袋,1,5.3,5.3,是
474,22,休闲,2202,糕点,220205,中式糕点,20150423,201504,DW-2202050035,168g,一般商品,袋,1,3.9,3.9,否
474,12,蔬果,1203,水果,120305,瓜类,20150423,201504,DW-1203050047,散称,生鲜,KG,2.022,3.98,8.04756,否
474,15,日配,1521,蛋类,152101,新鲜蛋品,20150423,201504,DW-1521010005,散称,一般商品,千克,0.878,6.78,5.95284,否
474,22,休闲,2202,糕点,220206,煎饼,20150423,201504,DW-2202060010,150g,一般商品,袋,1,6.9,6.9,是
475,22,休闲,2207,糖果,220703,软糖,20150109,201501,DW-2207030036,10g,一般商品,袋,1,1,1,否
475,12,蔬果,1201,蔬菜,120102,根茎,20150109,201501,DW-1201020040,散称,生鲜,千克,0.308,1.96,0.60368,否
475,22,休闲,2203,膨化点心,220399,其他膨化点心,20150109,201501,DW-2203990005,50g,一般商品,袋,1,2.7,2.7,否
476,20,粮油,2011,液体调料,201101,老抽酱油,20150109,201501,DW-2011010037,380mL,一般商品,袋,1,1,1,否
476,20,粮油,2009,盐/糖,200902,功能盐,20150109,201501,DW-2009020012,400g,一般商品,袋,1,2.3,2.3,否
476,22,休闲,2205,炒货,220502,带壳花生,20150109,201501,DW-2205020048,散称,一般商品,kg,0.212,11.8,2.5016,是
476,20,粮油,2011,液体调料,201106,陈醋,20150109,201501,DW-2011060003,380mL,一般商品,袋,1,1.7,1.7,否
476,12,蔬果,1202,加工豆类,120204,豆干豆皮,20150109,201501,DW-1202048059,散称,生鲜,千克,0.274,7.76,2.12624,否
476,12,蔬果,1201,蔬菜,120109,其它蔬菜,20150115,201501,DW-1201090311, ,生鲜,个,4,2,8,否
476,20,粮油,2008,调味料,200811,即食汤料,20150115,201501,DW-2008110003,72g,一般商品,袋,1,6.7,6.7,否
476,12,蔬果,1201,蔬菜,120102,根茎,20150115,201501,DW-1201020011,散称,生鲜,千克,0.616,16,9.856,否
476,12,蔬果,1201,蔬菜,120101,叶菜,20150119,201501,DW-1201010001,散称,生鲜,千克,0.26,5.56,1.4456,否
476,12,蔬果,1201,蔬菜,120106,菌菇类,20150119,201501,DW-1201060004,散称,生鲜,千克,0.268,16.8,4.5024,否
476,12,蔬果,1205,其它加工,120501,咸菜干货,20150119,201501,DW-1205010195,散称,生鲜,千克,0.114,50,5.7,否
476,12,蔬果,1205,其它加工,120501,咸菜干货,20150121,201501,DW-1205010012,散称,生鲜,kg,0.172,2,0.344,否
476,12,蔬果,1201,蔬菜,120102,根茎,20150121,201501,DW-1201020037,散称,生鲜,千克,0.221,3.96,0.87516,否
476,30,洗化,3018,卫生巾,301804,卫生护垫,20150121,201501,DW-3018040046,20P,一般商品,包,1,4.7,4.7,否
476,12,蔬果,1201,蔬菜,120101,叶菜,20150129,201501,DW-1201010021,散称,生鲜,千克,0.169,6.56,1.10864,否
476,12,蔬果,1201,蔬菜,120102,根茎,20150129,201501,DW-1201020037,散称,生鲜,千克,0.258,3.96,1.02168,否
476,15,日配,1521,蛋类,152104,咸蛋,20150225,201502,DW-1521040033,散称,一般商品,千克,0.29,19,5.51,否
476,15,日配,1521,蛋类,152101,新鲜蛋品,20150225,201502,DW-1521010005,散称,一般商品,千克,0.864,6.78,5.85792,否
476,12,蔬果,1201,蔬菜,120102,根茎,20150305,201503,DW-1201020029,散称,生鲜,千克,0.908,3.96,3.59568,否
476,22,休闲,2202,糕点,220208,散称糕点,20150318,201503,DW-2202080006,散称,一般商品,KG,0.49,19.8,9.702,是
476,20,粮油,2014,酱菜类,201401,榨菜,20150318,201503,DW-2014010012,60g,一般商品,袋,1,0.5,0.5,否
476,20,粮油,2007,南北干货,200709,粉丝/条,20150318,201503,DW-2007090053,275g,一般商品,份,1,4.3,4.3,否
476,12,蔬果,1203,水果,120313,其它水果,20150318,201503,DW-1203130446,散称,生鲜,KG,0.382,30,11.46,否
476,12,蔬果,1201,蔬菜,120102,根茎,20150318,201503,DW-1201020037,散称,生鲜,千克,0.286,3.96,1.13256,否
476,22,休闲,2201,饼干,220110,简装/压缩,20150320,201503,DW-2201100015,散称,一般商品,KG,0.256,19.8,5.0688,是
476,12,蔬果,1201,蔬菜,120102,根茎,20150320,201503,DW-1201020011,散称,生鲜,千克,0.364,16,5.824,否
476,12,蔬果,1202,加工豆类,120201,豆腐,20150320,201503,DW-1202018267,块,生鲜,块,1,1.5,1.5,否
476,12,蔬果,1203,水果,120313,其它水果,20150320,201503,DW-1203130446,散称,生鲜,KG,0.392,30,11.76,否
476,12,蔬果,1205,其它加工,120501,咸菜干货,20150320,201503,DW-1205010021,散称,生鲜,kg,0.354,2,0.708,否
476,22,休闲,2202,糕点,220205,中式糕点,20150320,201503,DW-2202050141,散称,一般商品,KG,0.816,17.8,14.5248,是
476,12,蔬果,1201,蔬菜,120104,花果,20150323,201503,DW-1201040026,散称,生鲜,千克,0.472,1.98,0.93456,否
476,15,日配,1521,蛋类,152101,新鲜蛋品,20150323,201503,DW-1521010005,散称,一般商品,千克,0.77,6.78,5.2206,否
476,12,蔬果,1201,蔬菜,120104,花果,20150323,201503,DW-1201040035,散称,生鲜,千克,0.236,9.6,2.2656,否
476,12,蔬果,1201,蔬菜,120104,花果,20150325,201503,DW-1201040026,散称,生鲜,千克,0.446,1.98,0.88308,否
476,12,蔬果,1201,蔬菜,120106,菌菇类,20150325,201503,DW-1201060010,散称,生鲜,千克,0.098,9,0.882,否
476,22,休闲,2202,糕点,220204,沙琪玛,20150325,201503,DW-2202040041,散称,一般商品,KG,0.358,17.8,6.3724,是
476,30,洗化,3016,纸制品,301603,无芯纸,20150411,201504,DW-3016030007,10卷,一般商品,提,1,14.5,14.5,是
476,13,熟食,1308,现制中式面点,130801,现制蒸类,20150411,201504,DW-1308010191,散称,生鲜,千克,0.376,6,2.256,否
476,15,日配,1521,蛋类,152101,新鲜蛋品,20150411,201504,DW-1521010005,散称,一般商品,千克,0.806,6.78,5.46468,否
476,12,蔬果,1201,蔬菜,120101,叶菜,20150411,201504,DW-1201010021,散称,生鲜,千克,0.228,6.56,1.49568,否
476,12,蔬果,1202,加工豆类,120204,豆干豆皮,20150411,201504,DW-1202048059,散称,生鲜,千克,0.186,7.76,1.44336,否
476,12,蔬果,1201,蔬菜,120109,其它蔬菜,20150411,201504,DW-1201090032,散称,生鲜,千克,0.384,7.96,3.05664,否
476,12,蔬果,1201,蔬菜,120104,花果,20150411,201504,DW-1201040026,散称,生鲜,千克,0.52,1.98,1.0296,否
476,23,酒饮,2309,啤酒,230901,国产黄啤,20150413,201504,DW-2309010045,3.1%330ml,一般商品,听,6,2.5,15,否
477,22,休闲,2203,膨化点心,220302,袋装薯片,20150109,201501,DW-2203020043,80g,一般商品,袋,1,5.5,5.5,否
477,22,休闲,2202,糕点,220205,中式糕点,20150109,201501,DW-2202050126,散称,一般商品,kg,0.598,39.6,23.6808,是
477,22,休闲,2206,即食熟制品,220699,其他即食熟制品,20150109,201501,DW-2206990096,60g,一般商品,条,1,10.9,10.9,否
477,22,休闲,2212,无糖食品,221202,无糖休闲食品,20150109,201501,DW-2212020377,160g,一般商品,盒,1,11.8,11.8,否
477,22,休闲,2208,口香糖,220802,有糖口香糖,20150116,201501,DW-2208020011,45g,一般商品,块,1,3.7,3.7,否
477,12,蔬果,1203,水果,120301,柑桔柚类,20150116,201501,DW-1203010293,散称,生鲜,KG,0.696,10,6.96,否
477,15,日配,1517,常温肉制品,151701,猪肉火腿肠,20150116,201501,DW-1517010002,40g*10,一般商品,袋,1,13.3,13.3,是
477,12,蔬果,1201,蔬菜,120102,根茎,20150122,201501,DW-1201020025,散称,生鲜,千克,0.221,2.56,0.56576,否
477,15,日配,1502,冷藏豆制类,150202,冷藏豆干类,20150122,201501,DW-1502020007,180g,一般商品,袋,1,3.7,3.7,否
477,12,蔬果,1201,蔬菜,120107,有机蔬菜,20150122,201501,DW-1201070001,散称,生鲜,KG,0.332,5,1.66,否
477,20,粮油,2014,酱菜类,201405,腐乳,20150122,201501,DW-2014050028,340g,一般商品,瓶,1,6.7,6.7,否
478,12,蔬果,1201,蔬菜,120101,叶菜,20150109,201501,DW-1201010023,散称,生鲜,千克,1.244,2.56,3.18464,否
478,12,蔬果,1201,蔬菜,120104,花果,20150109,201501,DW-1201040035,散称,生鲜,千克,0.374,9.6,3.5904,否
478,12,蔬果,1201,蔬菜,120102,根茎,20150109,201501,DW-1201020029,散称,生鲜,千克,1.201,3.96,4.75596,否
478,20,粮油,2005,煮食面/粉,200501,挂面,20150109,201501,DW-2005010069,350g,一般商品,袋,1,4.3,4.3,否
478,20,粮油,2005,煮食面/粉,200501,挂面,20150109,201501,DW-2005010070,350g,一般商品,袋,1,4.3,4.3,否
478,15,日配,1518,常温乳品,151806,利乐枕加味奶,20150109,201501,DW-1518060018,230ml,一般商品,袋,1,2.8,2.8,否
478,12,蔬果,1201,蔬菜,120104,花果,20150109,201501,DW-1201040036,散称,生鲜,千克,0.718,1.8,1.2924,否
478,15,日配,1518,常温乳品,151810,百利包加味奶,20150109,201501,DW-1518100001,200ml,一般商品,袋,1,2,2,否
479,20,粮油,2015,罐头,201501,八宝粥,20150109,201501,DW-2015010050,280g,一般商品,听,1,3.7,3.7,否
479,23,酒饮,2306,运动机能饮料,230603,醋饮料,20150109,201501,DW-2306030015,420ml,一般商品,瓶,1,5.7,5.7,否
479,30,洗化,3010,婴幼儿用品,301006,婴幼儿湿纸巾,20150109,201501,DW-3010060032,72P,一般商品,包,1,9.9,9.9,否
479,23,酒饮,2301,碳酸饮料,230101,可乐型,20150109,201501,DW-2301010021,500ml,一般商品,瓶,1,3,3,否
479,31,家居,3114,一次性用品,311499,其他一次性用品,20150109,201501,DW-3114990126,13181,一般商品,个,1,1.5,1.5,否
479,22,休闲,2201,饼干,220111,趣味/休闲,20150109,201501,DW-2201110234,50g,一般商品,杯,1,5.7,5.7,否
479,30,洗化,3010,婴幼儿用品,301004,婴幼儿护肤用品,20150109,201501,DW-3010040054,25g,一般商品,瓶,1,14.9,14.9,否
480,22,休闲,2201,饼干,220102,夹心,20150109,201501,DW-2201020127,125g,一般商品,袋,1,5.7,5.7,否
480,22,休闲,2201,饼干,220109,薄脆,20150109,201501,DW-2201090098,60g,一般商品,袋,1,1,1,否
480,22,休闲,2201,饼干,220109,薄脆,20150109,201501,DW-2201090095,60g,一般商品,袋,1,1,1,否
480,22,休闲,2201,饼干,220109,薄脆,20150109,201501,DW-2201090096,60g,一般商品,袋,1,1,1,否
480,22,休闲,2201,饼干,220109,薄脆,20150109,201501,DW-2201090097,60g,一般商品,袋,1,1,1,否
480,22,休闲,2201,饼干,220102,夹心,20150109,201501,DW-2201020040,65g,一般商品,袋,1,3.5,3.5,否
480,23,酒饮,2307,乳饮料,230701,果味乳饮,20150221,201502,DW-2307010002,1.5L,一般商品,瓶,1,10.7,10.7,是
480,12,蔬果,1201,蔬菜,120104,花果,20150221,201502,DW-1201040010,散称,生鲜,千克,0.446,2.58,1.15068,否
480,23,酒饮,2310,葡萄/果酒,231099,其他葡萄果酒,20150221,201502,DW-2310990014,9%720ml,一般商品,瓶,1,13.9,13.9,否
480,20,粮油,2014,酱菜类,201401,榨菜,20150326,201503,DW-2014010018,60g,一般商品,袋,7,0.5,3.5,否
480,22,休闲,2202,糕点,220204,沙琪玛,20150326,201503,DW-2202040004,608g,一般商品,袋,1,14.3,14.3,是
480,20,粮油,2014,酱菜类,201401,榨菜,20150326,201503,DW-2014010019,60g,一般商品,袋,3,0.5,1.5,否
480,22,休闲,2201,饼干,220107,酥性,20150326,201503,DW-2201070122,100g,一般商品,袋,1,3.9,3.9,否
480,22,休闲,2201,饼干,220102,夹心,20150326,201503,DW-2201020007,120g,一般商品,袋,1,4.3,4.3,否
480,20,粮油,2002,袋装速食面组,200201,牛肉口味,20150326,201503,DW-2002010015,100g*5,一般商品,组,1,14.7,14.7,否
480,22,休闲,2201,饼干,220102,夹心,20150326,201503,DW-2201020042,130g,一般商品,袋,1,5.3,5.3,否
480,30,洗化,3008,洗护发用品,300801,洗发水,20150326,201503,DW-3008010323,400ml,一般商品,瓶,1,18.9,18.9,否
480,15,日配,1501,冷藏肉制品,150102,棒状火腿,20150326,201503,DW-1501020022,260g,一般商品,袋,1,10.7,10.7,否
481,22,休闲,2211,进口食品,221101,进口休闲食品,20150109,201501,DW-2211011531,130g,联营商品,罐,1,15.8,15.8,否
481,22,休闲,2211,进口食品,221101,进口休闲食品,20150109,201501,DW-2211011155,192g,联营商品,杯,1,4.9,4.9,否
481,22,休闲,2206,即食熟制品,220608,肉松,20150113,201501,DW-2206080052,78g,一般商品,袋,1,12.5,12.5,否
481,15,日配,1517,常温肉制品,151701,猪肉火腿肠,20150113,201501,DW-1517010003,60g*10,一般商品,袋,1,16.3,16.3,是
481,23,酒饮,2301,碳酸饮料,230103,果味型,20150307,201503,DW-2301030022,600ml,一般商品,瓶,1,3,3,否
481,21,冲调,2101,奶粉,210106,婴儿辅助食品,20150307,201503,DW-2101060051,120g,一般商品,支,1,4.9,4.9,否
481,21,冲调,2101,奶粉,210106,婴儿辅助食品,20150307,201503,DW-2101060054,120g,一般商品,支,1,4.9,4.9,否
481,22,休闲,2210,果冻,221004,立袋可吸果冻,20150307,201503,DW-2210040019,350ml,一般商品,支,1,3.5,3.5,否
481,15,日配,1505,冷藏乳品,150503,冷藏果粒酸乳,20150307,201503,DW-1505030026,260g,一般商品,盒,1,8.9,8.9,否
481,21,冲调,2101,奶粉,210106,婴儿辅助食品,20150307,201503,DW-2101060053,120g,一般商品,支,1,4.9,4.9,否
481,23,酒饮,2301,碳酸饮料,230103,果味型,20150307,201503,DW-2301030057,500ml,一般商品,瓶,1,3,3,否
481,21,冲调,2104,冲饮品,210401,果味饮品,20150307,201503,DW-2104010012,400g,一般商品,袋,1,13.9,13.9,否
481,15,日配,1518,常温乳品,151804,利乐砖酸酸乳,20150307,201503,DW-1518040029,250ml,一般商品,盒,1,2,2,是
481,22,休闲,2210,果冻,221004,立袋可吸果冻,20150307,201503,DW-2210040015,150g,一般商品,袋,1,2.3,2.3,否
481,21,冲调,2101,奶粉,210106,婴儿辅助食品,20150307,201503,DW-2101060052,120g,一般商品,支,1,4.9,4.9,否
481,21,冲调,2101,奶粉,210106,婴儿辅助食品,20150307,201503,DW-2101060055,120g,一般商品,支,1,4.9,4.9,否
481,21,冲调,2101,奶粉,210106,婴儿辅助食品,20150307,201503,DW-2101060056,120g,一般商品,支,1,4.9,4.9,否
482,22,休闲,2205,炒货,220501,核桃/肉,20150109,201501,DW-2205010054,散称,一般商品,kg,0.326,39.8,12.9748,否
482,12,蔬果,1203,水果,120303,梨类,20150109,201501,DW-1203030161,散称,生鲜,KG,0.794,15.96,12.67224,否
482,12,蔬果,1201,蔬菜,120104,花果,20150109,201501,DW-1201040026,散称,生鲜,千克,0.6,1.98,1.188,否
482,12,蔬果,1202,加工豆类,120201,豆腐,20150109,201501,DW-1202018267,块,生鲜,块,1,1.5,1.5,否
482,12,蔬果,1203,水果,120303,梨类,20150111,201501,DW-1203030161,散称,生鲜,KG,1.058,15.96,16.88568,否
482,22,休闲,2205,炒货,220513,香瓜子,20150111,201501,DW-2205130089,散装,一般商品,KG,0.186,13.8,2.5668,否
482,15,日配,1521,蛋类,152101,新鲜蛋品,20150111,201501,DW-1521010005,散称,一般商品,千克,0.892,6.78,6.04776,否
482,12,蔬果,1201,蔬菜,120103,芽菜,20150122,201501,DW-1201030001,散称,生鲜,千克,0.62,1.76,1.0912,否
482,12,蔬果,1201,蔬菜,120104,花果,20150122,201501,DW-1201040027,散称,生鲜,千克,0.756,9.96,7.52976,否
482,12,蔬果,1205,其它加工,120501,咸菜干货,20150122,201501,DW-1205010021,散称,生鲜,kg,0.274,2,0.548,否
482,30,洗化,3011,保养用品,301101,护肤用品,20150122,201501,DW-3011013178,90ml,一般商品,瓶,1,7.9,7.9,否
482,12,蔬果,1201,蔬菜,120103,芽菜,20150122,201501,DW-1201030002,散称,生鲜,千克,0.388,2.78,1.07864,否
482,12,蔬果,1203,水果,120313,其它水果,20150122,201501,DW-1203130332,散称,生鲜,KG,1.306,5.96,7.78376,否
482,12,蔬果,1203,水果,120301,柑桔柚类,20150122,201501,DW-1203010204,散称,生鲜,KG,1.258,3.98,5.00684,否
482,12,蔬果,1201,蔬菜,120101,叶菜,20150128,201501,DW-1201010005,散称,生鲜,千克,0.596,5.8,3.4568,否
482,12,蔬果,1203,水果,120313,其它水果,20150128,201501,DW-1203130444,散称,生鲜,KG,0.468,10,4.68,否
482,22,休闲,2205,炒货,220599,其他炒货,20150128,201501,DW-2205990159,散称,一般商品,kg,0.274,43.8,12.0012,否
482,22,休闲,2202,糕点,220208,散称糕点,20150201,201502,DW-2202080030, ,一般商品,KG,0.188,15.6,2.9328,否
482,12,蔬果,1203,水果,120307,蕉类,20150201,201502,DW-1203070022,散称,生鲜,KG,0.98,5.96,5.8408,否
482,12,蔬果,1203,水果,120301,柑桔柚类,20150201,201502,DW-1203010204,散称,生鲜,KG,1.704,3.98,6.78192,否
482,22,休闲,2205,炒货,220513,香瓜子,20150201,201502,DW-2205130089,散装,一般商品,KG,0.226,13.8,3.1188,否
482,22,休闲,2212,无糖食品,221202,无糖休闲食品,20150216,201502,DW-2212020461,散称,一般商品,KG,0.252,18,4.536,否
482,22,休闲,2212,无糖食品,221202,无糖休闲食品,20150216,201502,DW-2212020463,0,一般商品,kg,0.128,34,4.352,否
482,22,休闲,2212,无糖食品,221202,无糖休闲食品,20150216,201502,DW-2212020377,160g,一般商品,盒,1,11.8,11.8,否
482,22,休闲,2202,糕点,220208,散称糕点,20150216,201502,DW-2202080022,散称,一般商品,KG,0.078,15.8,1.2324,是
482,22,休闲,2212,无糖食品,221202,无糖休闲食品,20150216,201502,DW-2212020462,散称,一般商品,KG,0.138,24,3.312,否
482,12,蔬果,1201,蔬菜,120102,根茎,20150216,201502,DW-1201020010,散称,生鲜,千克,0.422,3.8,1.6036,否
482,20,粮油,2011,液体调料,201101,老抽酱油,20150216,201502,DW-2011010002,500mL,一般商品,瓶,1,3.9,3.9,否
482,20,粮油,2007,南北干货,200706,红枣,20150216,201502,DW-2007060065,散称,一般商品,kg,0.294,37.8,11.1132,是
482,22,休闲,2205,炒货,220502,带壳花生,20150216,201502,DW-2205020048,散称,一般商品,kg,0.302,11.8,3.5636,是
482,12,蔬果,1201,蔬菜,120101,叶菜,20150318,201503,DW-1201010023,散称,生鲜,千克,0.696,2.56,1.78176,否
482,12,蔬果,1203,水果,120305,瓜类,20150318,201503,DW-1203050047,散称,生鲜,KG,1.754,3.98,6.98092,否
482,12,蔬果,1201,蔬菜,120109,其它蔬菜,20150329,201503,DW-1201090032,散称,生鲜,千克,0.418,7.96,3.32728,否
482,12,蔬果,1203,水果,120313,其它水果,20150329,201503,DW-1203130332,散称,生鲜,KG,0.85,5.96,5.066,否
482,12,蔬果,1201,蔬菜,120103,芽菜,20150329,201503,DW-1201030001,散称,生鲜,千克,0.284,1.76,0.49984,否
482,22,休闲,2204,蜜饯,220403,梅,20150329,201503,DW-2204030378,散称,一般商品,kg,0.284,34,9.656,是
483,12,蔬果,1201,蔬菜,120102,根茎,20150109,201501,DW-1201020362,散称,生鲜,千克,0.448,3.98,1.78304,否
483,15,日配,1501,冷藏肉制品,150102,棒状火腿,20150109,201501,DW-1501020022,260g,一般商品,袋,1,10.7,10.7,是
483,12,蔬果,1203,水果,120303,梨类,20150109,201501,DW-1203030161,散称,生鲜,KG,1.69,15.96,26.9724,否
483,22,休闲,2208,口香糖,220801,无糖口香糖,20150209,201502,DW-2208010001,13.5g,一般商品,块,1,2.9,2.9,否
483,30,洗化,3011,保养用品,301106,手足保养品,20150209,201502,DW-3011060041,50g,一般商品,支,1,3.9,3.9,否
483,22,休闲,2202,糕点,220208,散称糕点,20150209,201502,DW-2202080015,散称,一般商品,KG,0.188,29.8,5.6024,是
483,22,休闲,2202,糕点,220208,散称糕点,20150209,201502,DW-2202080017,散称,一般商品,KG,0.184,39.8,7.3232,是
483,22,休闲,2202,糕点,220299,其他糕点,20150209,201502,DW-2202990008,散称,一般商品,kg,0.216,45.6,9.8496,否
483,22,休闲,2208,口香糖,220801,无糖口香糖,20150210,201502,DW-2208010065,56g,一般商品,瓶,1,10.9,10.9,否
483,12,蔬果,1201,蔬菜,120101,叶菜,20150210,201502,DW-1201010023,散称,生鲜,千克,0.705,2.56,1.8048,否
483,30,洗化,3011,保养用品,301101,护肤用品,20150210,201502,DW-3011010674,100ml,一般商品,瓶,1,18.9,18.9,否
483,12,蔬果,1203,水果,120303,梨类,20150210,201502,DW-1203030177,散称,生鲜,KG,1.974,3.18,6.27732,否
483,15,日配,1519,外送面包糕点,151904,外送中式糕点,20150213,201502,DW-1519040013,280g,一般商品,条,1,6.9,6.9,是
483,20,粮油,2014,酱菜类,201401,榨菜,20150222,201502,DW-2014010015,60g,一般商品,袋,10,0.5,5,否
483,12,蔬果,1203,水果,120303,梨类,20150222,201502,DW-1203030177,散称,生鲜,KG,2.156,3.18,6.85608,否
483,20,粮油,2005,煮食面/粉,200599,其他煮食面/粉,20150222,201502,DW-2005990031,散称,一般商品,kg,0.52,10.8,5.616,否
483,22,休闲,2202,糕点,220208,散称糕点,20150222,201502,DW-2202080027,散称,一般商品,KG,0.442,19.8,8.7516,是
483,20,粮油,2011,液体调料,201111,料酒,20150222,201502,DW-2011110013,500mL,一般商品,瓶,1,3.9,3.9,否
483,12,蔬果,1203,水果,120302,苹果类,20150301,201503,DW-1203020218,散称,生鲜,KG,0.538,10,5.38,否
483,12,蔬果,1203,水果,120303,梨类,20150301,201503,DW-1203030177,散称,生鲜,KG,2.221,3.18,7.06278,否
483,12,蔬果,1203,水果,120313,其它水果,20150301,201503,DW-1203130446,散称,生鲜,KG,0.464,30,13.92,否
483,12,蔬果,1203,水果,120307,蕉类,20150301,201503,DW-1203070022,散称,生鲜,KG,2.348,5.96,13.99408,否
483,15,日配,1521,蛋类,152101,新鲜蛋品,20150310,201503,DW-1521010005,散称,一般商品,千克,1.258,6.78,8.52924,否
483,20,粮油,2009,盐/糖,200907,功能糖,20150310,201503,DW-2009070030,350g,一般商品,袋,1,5.9,5.9,否
483,12,蔬果,1201,蔬菜,120102,根茎,20150310,201503,DW-1201020361,散称,生鲜,kg,0.836,56,46.816,否
483,20,粮油,2008,调味料,200803,鸡精,20150310,201503,DW-2008030006,100g,一般商品,袋,1,4.3,4.3,否
483,22,休闲,2201,饼干,220111,趣味/休闲,20150312,201503,DW-2201110017,49g,一般商品,盒,1,4.3,4.3,否
483,22,休闲,2201,饼干,220111,趣味/休闲,20150312,201503,DW-2201110014,49g,一般商品,个,1,4.3,4.3,否
483,12,蔬果,1201,蔬菜,120106,菌菇类,20150312,201503,DW-1201060005,散称,生鲜,千克,0.318,12,3.816,否
483,13,熟食,1301,凉拌熟食,130101,凉拌素食,20150312,201503,DW-1301010076,散称,联营商品,kg,0.602,20,12.04,否
483,22,休闲,2207,糖果,220702,奶糖,20150312,201503,DW-2207020056,26.6g,一般商品,条,1,2,2,否
483,12,蔬果,1203,水果,120302,苹果类,20150312,201503,DW-1203020175,散称,生鲜,KG,1.084,27.8,30.1352,否
483,12,蔬果,1203,水果,120303,梨类,20150312,201503,DW-1203030177,散称,生鲜,KG,1.265,3.18,4.0227,否
